entity_id,name,normalized_name,entity_type,doc_id,chunk_id,confidence,evidence
ENT-864ba4a7c32d2b4ffb31,Missouri,missouri,location,DOC036,DOC036-C0070,0.92,There continues to be a significant amount of “highgrade harvesting” across Missouri’s forested landscapes.
ENT-1fbd74757f9ba6b88d88,Missouri,missouri,location,DOC036,DOC036-C0071,0.92,"Missouri currently has over 630,000 acres of public forests and woodlands enrolled in the SFI certification program."
ENT-8ad60a4b654663c9811b,Missouri,missouri,location,DOC036,DOC036-C0072,0.92,Missouri soils and have much less wildlife value compared to the oak forests that traditionally dominated these sites.
ENT-3071efb875206c63f60c,Missouri,missouri,location,DOC036,DOC036-C0073,0.92,Missouri to train the next generation of loggers.
ENT-b21b064e09898a73a7c1,Missouri,missouri,location,DOC036,DOC036-C0074,0.92,"Missouri will continue to grow, although projections indicate at a slower rate than the national estimate."
ENT-0ba220bd6cc4ef9b2dd3,Missouri,missouri,location,DOC036,DOC036-C0075,0.92,Missouri has over three million acres of public land.
ENT-a7d3f2d4e4de952f4e32,Missouri,missouri,location,DOC036,DOC036-C0076,0.92,"Missouri, including eight wilderness areas totaling 86,000 acres (managed by MTNF and USFWS) and twelve wild areas totaling 23,000 acres (managed by MDNR Division of State Parks)."
ENT-7720bf71ba0351db67b3,Missouri,missouri,location,DOC036,DOC036-C0077,0.92,"Missouri Comprehensive Conservation Strategy | 169 Figure 3.9.3 – Chart from Missouri SCORP 2018, 61."
ENT-3b7c7a238f98399aa196,Missouri,missouri,location,DOC036,DOC036-C0078,0.92,"Missouri, there is much to be gained by encouraging people to spend time outdoors for their well-being."
ENT-ef718baf4ae67cccbda0,Missouri,missouri,location,DOC036,DOC036-C0079,0.92,"Missouri Comprehensive Conservation Strategy | 173 natural world for granted, or to not think of it at all."
ENT-bad66bf3039647f53915,Missouri,missouri,location,DOC036,DOC036-C0080,0.92,Missouri is addressing those challenges.
ENT-81658727546b5d822f62,Missouri,missouri,location,DOC036,DOC036-C0081,0.92,Missouri with awe-inspiring photos they see in various outreach materials.
ENT-738a8b15dff079a3fb17,Missouri,missouri,location,DOC036,DOC036-C0082,0.92,"Missouri’s conservation agency received almost all of its funding from the sale of hunting, fishing, and trapping permits."
ENT-5060c9ea3f3a580e9f74,Missouri,missouri,location,DOC036,DOC036-C0083,0.92,Missouri’s natural resources and the services they provide.
ENT-6347d9e9fb2493324fd1,Missouri,missouri,location,DOC036,DOC036-C0084,0.92,Missouri Missouri Comprehensive Conservation Strategy | 180 relies almost entirely on the goodwill of private forest landowners to steward their land for the best interest of conservation .
ENT-ec93eebbc2d65e9c4e29,Missouri,missouri,location,DOC036,DOC036-C0085,0.92,Missouri Comprehensive Conservation Strategy | 182 the habitat and management requirements of individual species or groups of species.
ENT-86532852f2353c875faf,Missouri,missouri,location,DOC036,DOC036-C0086,0.92,Missouri.
ENT-2f513efc4d16274a578e,Missouri,missouri,location,DOC036,DOC036-C0087,0.92,"Missouri Bird Conservation Plan , which provides context for which breeding bird species in Missouri are the most threatened and information on their habitat needs (Missouri Bird Conservation Plan Technical Team 2019)."
ENT-2dc03f1b1b0c509611d6,Missouri,missouri,location,DOC036,DOC036-C0088,0.92,"Missouri Natural Areas —A Guide to 50 Great Places, the author, Mik e Leahy, describes the classification of Missouri into its primary ecological regions: “Missouri is made up of four major ecological regions, or ecoregions —lar"
ENT-4b06b427f19626a3050c,Missouri,missouri,location,DOC036,DOC036-C0089,0.92,Missouri’s remaining wild lands.
ENT-95d969ada483e5aea0e6,Missouri,missouri,location,DOC036,DOC036-C0090,0.92,Missouri consists of four ecological sections as shown above.
ENT-fbfad106dd32dc0337e4,Missouri,missouri,location,DOC036,DOC036-C0091,0.92,"Missouri have existed for only the past 11,000 years."
ENT-e686362aea2673ecbc57,Missouri,missouri,location,DOC036,DOC036-C0092,0.92,Missouri Comprehensive Conservation Strategy | 199 * Evening primrose sweat bee (Lasioglossum [Sphecodogastra] oenotherae) * A woodborer bee (Lithurguis [Lithurgopsis] gibbosus ) * An oil-collecting bee (Macropis steironematis)
ENT-e7d3aa8099af6d20f158,Missouri,missouri,location,DOC036,DOC036-C0093,0.92,Missouri Comprehensive Conservation Strategy | 200 Characteristic: Henslow’s sparrow ( Ammodramus henslowii ) * Grasshopper sparrow ( Ammodramus savannarum ) * Short-eared owl (Asio flammeus) * Upland sandpiper (Bartramia langic
ENT-07b4e3f2ea5abd9bc993,Missouri,missouri,location,DOC036,DOC036-C0094,0.92,"Missouri Comprehensive Conservation Strategy | 202 Management Actions and Opportunities Grassland conservation actions in Missouri must focus on protecting intact, remnant habitats and maintaining sites that have been successful"
ENT-2ec0e109b0b2a3ba76cf,Missouri,missouri,location,DOC036,DOC036-C0095,0.92,Missouri Comprehensive Conservation Strategy | 204 The Loess Hills Prairie Complex includes lands managed by MDC and USFWS and includes land owned by TNC and MPF.
ENT-2052e14c11629fdcafc7,Missouri,missouri,location,DOC036,DOC036-C0096,0.92,Missouri are generally found in this Osage Plains region or near the Osage Plains border in the western Ozarks.
ENT-13a1b5bc363f04e712c7,Missouri,missouri,location,DOC036,DOC036-C0097,0.92,"Missouri Botanical Garden, MDC, MDNR, MPF, NRCS, Quail Forever, Southeast Missouri State University, Southern Illinois University at Edwardsville, and USFWS."
ENT-0ac3f796916de28c98f6,Missouri,missouri,location,DOC036,DOC036-C0098,0.92,Case Study: Missouri-Iowa Woodland/Savanna Geography Missouri Comprehensive Conservation Strategy | 213 Wet Prairie Wet prairies are a critically imperiled community type in Missouri with an estimat ed acreage loss of 99.6 percent.
ENT-2765ee2548948d6c3f1e,Missouri,missouri,location,DOC036,DOC036-C0099,0.92,"Missouri Comprehensive Conservation Strategy | 216 sharp-shinned hawk (Accipiter striat us), and Diana fritillary (Speyeria diana) are species that can be found throughout the matrix of forest and woodland systems."
ENT-43271858dfe28ff1afb4,Missouri,missouri,location,DOC036,DOC036-C0100,0.92,Missouri Comprehensive Conservation Strategy | 220 Species of Greatest Conservation Need Plants Southern monkshood (Aconitum uncinatum) * Purple giant hyssop (Agastache scrophulariifolia) * Slough sedge ( Carex atherodes ) * Cum
ENT-528d8e00611f523a29d4,Missouri,missouri,location,DOC036,DOC036-C0101,0.92,Missouri Comprehensive Conservation Strategy | 222 Threats and Challenges Many natural and human -caused disturbances threaten Missouri ’s forested ecosystems.
ENT-9f70d61abc2b93a2605a,Missouri,missouri,location,DOC036,DOC036-C0102,0.92,Missouri.
ENT-f072ae64648fbba22fe3,Missouri,missouri,location,DOC036,DOC036-C0103,0.92,Missouri’s trees.
ENT-90a5cd07a610b7626f34,Missouri,missouri,location,DOC036,DOC036-C0104,0.92,"Missouri Invasive Forest P est Plan, developed by MIFPC, presents a framework for consistent, coordinated responses to invasive forest insects and diseases."
ENT-6ef90d6d86e5f40c96b1,Missouri,missouri,location,DOC036,DOC036-C0105,0.92,Missouri Comprehensive Conservation Strategy | 228 Dark Hollow Natural Area falls along the d ividing li ne of the Unionville U pland Prairie P lain and the Upper Ch ariton River Woodland/Forest Hills.
ENT-dde39bd62015c2336e2d,Missouri,missouri,location,DOC036,DOC036-C0106,0.92,Missouri Comprehensive Conservation Strategy | 230 Few regions today preserve the wild and natural beauty of the Oz arks as well as Sunklands Conservation Area.
ENT-f32e86fb53c078fbd0f3,Missouri,missouri,location,DOC036,DOC036-C0107,0.92,Case Study: Meramec River Hills Priority Forest Landscape Location: Shoal Creek Woodlands COA Missouri Comprehensive Conservation Strategy | 233 Bottomland Forest The term “bottomland forests ” can be used to cover a variety of wooded systems.
ENT-57ccab0cd50530333b91,Missouri,missouri,location,DOC036,DOC036-C0108,0.92,"Missouri Comprehensive Conservation Strategy | 236 Located in Adair, Putnam, and Sullivan counties, Spring Creek Watershed PG is the best example of prairie-savanna-woodland habitat systems in North Missouri."
ENT-36577cb0112458299bbe,Missouri,missouri,location,DOC036,DOC036-C0109,0.92,"Missouri Comprehensive Conservation Strategy | 238 Pioneer Forest, owned by the L -A-D Foundation, is the largest private landholding in Missouri."
ENT-4b84a3fdf2cfda356115,Missouri,missouri,location,DOC036,DOC036-C0110,0.92,"Missouri Extension, USFS, and USFWS."
ENT-af60c309caa13647106c,Missouri,missouri,location,DOC036,DOC036-C0111,0.92,Missouri bladderpod (Physaria filiformis ) * Bush’s skullcap (Scutellaria bushii) * Gattinger’s goldenrod (Solidago gattingeri) Arachnids Characteristic: Missouri tarantula (Aphonopelma hentzi) *Striped bark scorpion (Centruroid
ENT-219142a56880a989001b,Missouri,missouri,location,DOC036,DOC036-C0112,0.92,Missouri glade communities.
ENT-2af661d7c89560448396,Missouri,missouri,location,DOC036,DOC036-C0113,0.92,"Missouri Comprehensive Conservation Strategy | 249 Twenty-seven acres of chert glades have been safeguarded in a collaborative partnership between the City of Joplin, MDC, and the National Audubon Soc iety."
ENT-7051301351de27fb20d8,Missouri,missouri,location,DOC036,DOC036-C0114,0.92,"Missouri Comprehensive Conservation Strategy | 252 Located in the heart of the Ozarks, the Angeline CA consists of approximately 40,000 acres of public land."
ENT-19a1aa75f7813e7ae1ab,Missouri,missouri,location,DOC036,DOC036-C0115,0.92,"Missouri state -endangered geocarpo n (Geocarpon minmum ), a n SGCN, and also a federally threatened species."
ENT-1c46143128a516a5e145,Missouri,missouri,location,DOC036,DOC036-C0116,0.92,"Missouri Comprehensive Conservation Strategy | 259 In the Current River Hills ecological subsection, the Eminence Igneous Glade/Oak Forest Knobs LTA is an outlier of Precambrian rock 30 –40 miles southwest of the more extensive"
ENT-285a5f04ae2445e7c0c7,Missouri,missouri,location,DOC036,DOC036-C0117,0.92,"Missouri, including the grotto sculpin and Tumbling Creek cave snail."
ENT-e067ab858dc5c0dcf54e,Missouri,missouri,location,DOC036,DOC036-C0118,0.92,Missouri Comprehensive Conservation Strategy | 265 Millipedes Causeyvella cave millipede ( Causeyella dendropus ) * Aley’s cave millipede ( Chaetaspis aleyorum) * Zosteractis cave millipede (Zosteractis interminata) Insects Ozar
ENT-0eabc8c926dbe9300103,Missouri,missouri,location,DOC036,DOC036-C0119,0.92,Missouri ’s groundwater supplies by establishing s pecific legal protection to anyone whose well supply or spring has been polluted by someone using a cave for sewage disposal or other polluti on-causing purposes.
ENT-94aad59d8927fdc49d51,Missouri,missouri,location,DOC036,DOC036-C0120,0.92,"Missouri, and Ozark cavefish (Troglichthys rosae) in southwest Missouri."
ENT-b7d87a996eafcc6fe715,Missouri,missouri,location,DOC036,DOC036-C0121,0.92,"Missouri Spe leological Survey, Cave R esearch Foundation, Ozark Land Tr ust, TNC, USFW S, local caving groups, and numerous priv ate landowners."
ENT-8920bfffb3df643cfe67,Missouri,missouri,location,DOC036,DOC036-C0122,0.92,"Missouri Valley Grotto, Missouri Caves and Karst Conservancy, Missouri Speleological Survey, and Southeast Missouri Grotto."
ENT-99bf2538f9341aab9bb4,Missouri,missouri,location,DOC036,DOC036-C0123,0.92,"Missouri’s wetlands have been destroyed, wetland conservation partners hav e made great strides in restoring and improving the functionality of those that remain."
ENT-b72b3ebd418eef24cdf6,Missouri,missouri,location,DOC036,DOC036-C0124,0.92,Missouri Comprehensive Conservation Strategy | 285 grasshopper (Paroxya hoosieri) * A shore bug (Pentacora signore ti) * Spined grouse locust (Te ttigidea armata) Characteristic: Swamp metalmark (Calephelis muticum) * Bald cypre
ENT-6bd986fdacb7c1e4c280,Missouri,missouri,location,DOC036,DOC036-C0125,0.92,Missouri ’s landscape and natural hydrology have led to extensive loss and degradation of remaining Missouri wetlands.
ENT-c1f49b11f9abe88a9a31,Missouri,missouri,location,DOC036,DOC036-C0126,0.92,Missouri by establishing an interdisciplinary statewide task force with participation from agencies and partners directly involved with stream- floodplain-watershed management.
ENT-ba1a9a02782fef70a2af,Missouri,missouri,location,DOC036,DOC036-C0127,0.92,Case Study: Ted Shanks Conservation Area Location: Ted Shanks Wetland Complex COA Missouri Comprehensive Conservation Strategy | 292 Shrub Swamp Shrub swamp wetlands occur in basin -like depressions with poorly drained to very poorly drained soils.
ENT-bffaec6011e21b82ea1b,Missouri,missouri,location,DOC036,DOC036-C0128,0.92,Missouri’s lowland fore sts.
ENT-1017ee588cfc9fcd92cb,Missouri,missouri,location,DOC036,DOC036-C0129,0.92,Missouri.
ENT-8b7b0b2c560ca44e5367,Missouri,missouri,location,DOC036,DOC036-C0130,0.92,Missouri Comprehensive Conservation Strategy | 305 Southern brook lamprey (Ichthyomyzon gagei) * Dollar sunfish (Lepomis marginatus) * Bantam sunfish (Lepomis symmetricus) * American brook lamprey (Lethenteron appendix) * Blackn
ENT-de92722ac227e76408fc,Missouri,missouri,location,DOC036,DOC036-C0131,0.92,"Missouri Comprehensive Conservation Strategy | 306 Threats and Challenges Because streams and rivers are so fundamentally linked to the watersheds that surround them, most of the threats to terrestrial habitat systems also threa"
ENT-b3797108759474592b1f,Missouri,missouri,location,DOC036,DOC036-C0132,0.92,"Missouri Comprehensive Conservation Strategy | 307 ongoing since the 1800s , have altered stream hydrology and habitat and energy cycles."
ENT-bde5cbe80237b69a5139,Missouri,missouri,location,DOC036,DOC036-C0133,0.92,"Missouri Comprehensive Conservation Strategy | 309 Some forms of recreation may have unintentional adverse effects , and it is important to keep ATVs/UTVs out of stream beds, streamban ks, steep slopes, and riparian areas where"
ENT-ba7b0ef038a5a465b4cc,Missouri,missouri,location,DOC036,DOC036-C0134,0.92,Missouri Comprehensive Conservation Strategy | 311 Spring Creek Watershed PG is the best example in northern Missouri where savanna -woodland habitats sustain a healthy prairie stream system.
ENT-8f2e6f932ec522ba8769,Missouri,missouri,location,DOC036,DOC036-C0135,0.92,"Missouri Conservation Heritage Foundation, MDC, Missouri Department of Transportation, Federal Emergency Management Agency, State Emergency Management Agency, and USFWS."
ENT-670929ebd40924033bf4,Missouri,missouri,location,DOC036,DOC036-C0136,0.92,Missouri Comprehensive Conservation Strategy | 317 The pallid sturgeon was listed as federally endangered in 1990 due to habitat loss and fragmentation along the Missouri and Mississippi river basins.
ENT-832d4bede640a9976b57,Missouri,missouri,location,DOC036,DOC036-C0137,0.92,Missouri.
ENT-ede6f4104b6d50317b9b,Missouri,missouri,location,DOC036,DOC036-C0138,0.92,Missouri that must be conserved and monitored.
ENT-88474cd0f92ed3a9abcc,Missouri,missouri,location,DOC036,DOC036-C0139,0.92,"Missouri 12,000 years ago during the last Ice Age."
ENT-362e01b437072626da80,Missouri,missouri,location,DOC036,DOC036-C0140,0.92,Missouri NAs are an important facet of an overall effort to conserve Missouri’s natural heritage.
ENT-6823b629360e75f9661c,Missouri,missouri,location,DOC036,DOC036-C0141,0.92,"Missouri Comprehensive Conservation Strategy | 327 sandstone), upland tallgrass prairie (glaciated and unglaciated regions), hardpan/claypan tallgrass prairie (glaciated and unglaciated regions), loess hill prairie, Ozark woodla"
ENT-019800d8a6d3ebc6962b,Missouri,missouri,location,DOC036,DOC036-C0142,0.92,"Missouri Comprehensive Conservation Strategy | 329 Community Health Index – Case Study Between 2016 and 2018 , faculty and students with the Missouri Western State University contracted with MDC to conduct CHIs at 51 limestone,"
ENT-7c651ffee6c14bc94510,Missouri,missouri,location,DOC036,DOC036-C0143,0.92,Missouri communities have an abundance of partners who share common goals to improve the quality of life for all residents.
ENT-aed31fe1401850bc6abd,Missouri,missouri,location,DOC036,DOC036-C0144,0.92,"Missouri Comprehensive Conservation Strategy | 333 represent: the promise and presence of nature, however limited, in the midst of turf, concrete, and millions of people."
ENT-0c5349b1d687364144d8,Missouri,missouri,location,DOC036,DOC036-C0145,0.92,"Missouri CCS, the nation and the world are engulfed in the COVID- 19 pandemic."
ENT-0f748afa8d1b5cb2b3a3,Missouri,missouri,location,DOC036,DOC036-C0146,0.92,Missouri Comprehensive Conservation Strategy | 335 whose larvae overwinter in dry stems when the entire prairie is burned at once.
ENT-92befb1e1f64cf421848,Missouri,missouri,location,DOC036,DOC036-C0147,0.92,Missouri Tree City USA Community Locations.
ENT-a9e9aff9aae4a28cbeb1,Missouri,missouri,location,DOC036,DOC036-C0148,0.92,Missouri ecology into the high school science curriculum.
ENT-b03c2ef20da5149352df,Missouri,missouri,location,DOC036,DOC036-C0149,0.92,"Missouri Community Forestry C ouncil, American Planning Association, Missouri Green Industry Alliance), local partnerships, not -for- profit organizations (i.e., Forest ReLeaf of Missouri, Bridging The Gap, St."
ENT-e852fdf8f8186badb03e,Missouri,missouri,location,DOC036,DOC036-C0150,0.92,Missouri’s landscape is approximately 93 percent privately owned.
ENT-3f0451b2386a4e3f5554,Missouri,missouri,location,DOC036,DOC036-C0151,0.92,"Missouri Comprehensive Conservation Strategy | 344 roundabouts, and along roadsides."
ENT-ebd42e599c27e01dacc5,Missouri,missouri,location,DOC036,DOC036-C0152,0.92,"Missouri Master Naturalist chapters, Maste r Gardeners, 4H groups, MDC r egional supervisors, Missouri science teachers, and birding groups."
ENT-17955d0718e068729a35,Missouri,missouri,location,DOC036,DOC036-C0153,0.92,Missouri Comprehensive Conservation Strategy | 349 Case Study: Shoal Creek Woodlands for Wildlife Landowner Committee The Huzzah and SCW PG encompasses portions of Huzzah and Courtois creek watersheds within the scenic Ozark hil
ENT-44e48592324218816831,Missouri,missouri,location,DOC036,DOC036-C0154,0.92,Missouri Comprehensive Conservation Strategy | 351 Section Six: Ecosystem Services and Natural Resource Economics Overview Natural resources improve our quality of life.
ENT-ff975c0297af4a50ab4e,Missouri,missouri,location,DOC036,DOC036-C0155,0.92,Missouri’s Bottomlands Have Decreased in Their Capacity to Function at a High Capacity.
ENT-1fa44796f1675eee5282,Missouri,missouri,location,DOC036,DOC036-C0156,0.92,Missouri Comprehensive Conservation Strategy | 354 potential or ability to substitute between the different goods that contribute to human welfare and values assigned by an individual reflect that individual’s preferences betwee
ENT-f14d26e8e04580ed09b1,Missouri,missouri,location,DOC036,DOC036-C0157,0.92,"Missouri Comprehensive Conservation Strategy | 355 Provisioning Services Provisioning services are physical goods like food, fresh water, timber, and fiber that are provided directly from the environment."
ENT-da6117ae73daae731464,Missouri,missouri,location,DOC036,DOC036-C0158,0.92,"Missouri Comprehensive Conservation Strategy | 356 deer, in check."
ENT-d8877c782828683ded88,Missouri,missouri,location,DOC036,DOC036-C0159,0.92,Missouri Comprehensive Conservation Strategy | 357 may be unfamiliar to sport anglers because they are not commonly captured with sport fishing methods.
ENT-284c6ccab69b1211e8a6,Missouri,missouri,location,DOC036,DOC036-C0160,0.92,Missouri Comprehensive Conservation Strategy | 358 al.
ENT-6f5e7e5031d9f54dee6a,Missouri,missouri,location,DOC036,DOC036-C0161,0.92,"Missouri, 8 counties in I llinois) are using the Reg ional Biodiversity Atlas to actively guide their planning, policies, and practices in wa ys that increase habitat connectivity, ecolo gical functionality, and quality of life"
ENT-1dc7fe7b4594965b6b69,Missouri,missouri,location,DOC036,DOC036-C0162,0.92,"Missouri ’s largest city, is home to one of the most diverse bee populations in the Midwest with more than 200 of the 450 species of native bees found in the state, residing within the c ity limits (MDC 2020)."
ENT-0f23c300c689a6d41917,Missouri,missouri,location,DOC036,DOC036-C0163,0.92,"Missouri ’s ginseng and goldenseal populations, which, due to unprecedented los s, are now regulated by the Convention on International Trade in Endangered Species (Robbins 2000)."
ENT-28e2c7a00eaf5e8b9608,Missouri,missouri,location,DOC036,DOC036-C0164,0.92,Missouri ’s landscape.
ENT-5f19919f0f327ae78cbd,Missouri,missouri,location,DOC036,DOC036-C0165,0.92,Missouri Comprehensive Conservation Strategy | 364 In temperate habitats roughly 70 percent of carbon is stored in the soil and the other 30 percent is tied up in the phytomass (Scharlemann et al.
ENT-0b1e1dda1f1f977d262c,Missouri,missouri,location,DOC036,DOC036-C0166,0.92,"Missouri, forests are estimated to sequester 4.2 million tons of carbon annually (Domke et al."
ENT-8d4998fe0e6319c2e856,Missouri,missouri,location,DOC036,DOC036-C0167,0.92,Missouri Comprehensive Conservation Strategy | 366 are also those that can be manipulated using conventional silviculture and management techniques (Barford et al.
ENT-5edf9bdfd2169afc5bb4,Missouri,missouri,location,DOC036,DOC036-C0168,0.92,Missouri Comprehensive Conservation Strategy | 367 •
ENT-fe7c8bf8b806a7cdc629,Missouri,missouri,location,DOC036,DOC036-C0169,0.92,Missouri could also be explored for opportunities to increase carbon sequestration through tree-planting programs and participation in the carbon offset market (Merry et al.
ENT-e23873587a90fdfe3f99,Missouri,missouri,location,DOC036,DOC036-C0170,0.92,Missouri depending upon the river reach and neighboring land use (Baker et al.
ENT-2b182dcf20743d79783c,Missouri,missouri,location,DOC036,DOC036-C0171,0.92,Missouri this strategy has led to a “string of pearls” of public lands dotting the Missouri Comprehensive Conservation Strategy | 370 length of Missouri ’s lar ge river floodplains (Galat et al.
ENT-52c426d91ff894a040aa,Missouri,missouri,location,DOC036,DOC036-C0172,0.92,"Missouri Comprehensive Conservation Strategy | 371 fragmented, economically vulnerable, and ecologically broken."
ENT-deb56235524916f68c56,Missouri,missouri,location,DOC036,DOC036-C0173,0.92,Missouri Comprehensive Conservation Strategy | 372 Emergence of these cooler waters via spring s offset ambient warming and cooling of surface water to create thermal refugia and buffer temperature over greater areas (Westhoff a
ENT-d4b8234516bc8a49fcde,Missouri,missouri,location,DOC036,DOC036-C0174,0.92,"Missouri Comprehensive Conservation Strategy | 373 more stark, government agencies, communities, and industry must work together to maintain and improve water quality."
ENT-a30e37371891e98797f2,Missouri,missouri,location,DOC036,DOC036-C0175,0.92,Missouri.
ENT-21a1e708b46ab1d0f7c9,Missouri,missouri,location,DOC036,DOC036-C0176,0.92,Missouri’s outdoor shooting ranges provide both recreation and an opportunity to hone hunting skills.
ENT-b22b6fbcf9d7b67a003f,Missouri,missouri,location,DOC036,DOC036-C0177,0.92,Missouri Comprehensive Conservation Strategy | 377 capacity to direct attention to be refreshed and restored (Kaplan 1995).
ENT-99b44c86771548262165,Missouri,missouri,location,DOC036,DOC036-C0178,0.92,"Missouri Comprehensive Conservation Strategy | 378 student behavior, attention span, and academic achievement."
ENT-1b7e9f7107345469f9a6,Missouri,missouri,location,DOC036,DOC036-C0179,0.92,more pro-environmental behaviors Missouri Comprehensive Conservation Strategy | 379 They also found there are eig ht reasons these results occur.
ENT-139104b8256811f210ab,Missouri,missouri,location,DOC036,DOC036-C0180,0.92,"Missouri Comprehensive Conservation Strategy | 380 Supporting Services Supporting services are the fundamental processes that feed into and make provisioning, regulatory, and cultural services possible."
ENT-22330611bc58d8c65c41,Missouri,missouri,location,DOC036,DOC036-C0181,0.92,Missouri ’s land and waters will endure.
ENT-12876cd3b65805aeff8b,Missouri,missouri,location,DOC036,DOC036-C0182,0.92,Missouri Comprehensive Conservation Strategy | 383 mycorrhizal fungi are not present in a soil.
ENT-7a75b86aca2ce9a566d1,Missouri,missouri,location,DOC036,DOC036-C0183,0.92,"Missouri Comprehensive Conservation Strategy | 384 to how soils and ecosystems process energy and nutrients, which in turn supports habitats that animals and people depend upon."
ENT-b2aa7996832b7145cfa5,Missouri,missouri,location,DOC036,DOC036-C0184,0.92,Missouri.
ENT-730763c8815653e2eddb,Missouri,missouri,location,DOC036,DOC036-C0185,0.92,Missouri invests in regenerative and sustainable natural resource conservation Strategy Resources Needed USFS Priorities Supported USFWS Element Supported Principal Desired Future Conditions Addressed 2.1 Establish and utilize p
ENT-d89b8e49e40168088313,Missouri,missouri,location,DOC036,DOC036-C0186,0.92,"Missouri Comprehensive Conservation Strategy | 390 Strategy 1.4 Manage, through sound science, harvestable fish and wildlife species at biologically and socially acceptable levels Update, simplify, follow, and enforce regulation"
ENT-d8fed5ef025c5723ee71,Missouri,missouri,location,DOC036,DOC036-C0187,0.92,"Missouri’s Master Naturalist program, Missouri Stream Teams, Missouri ForestKeepers, and other programs to help facilitate awareness and volunteerism toward conservation in Missouri."
ENT-07d527daf5d57e37ccb3,Missouri,missouri,location,DOC036,DOC036-C0188,0.92,Utilize Missouri Recreational Access Program to increase opportunities for citizens to enjoy the outdoors on voluntarily part icipating private properties.
ENT-b06f056403ac774731fb,Missouri,missouri,location,DOC036,DOC036-C0189,0.92,Missouri Comprehensive Conservation Strategy | 395 7.
ENT-65ecfad6f5256b372a38,Missouri,missouri,location,DOC036,DOC036-C0190,0.92,"Missouri citizens have widespread understanding and appreciation for the value and diverse public benefits (quality of life, human health, environmental) of Missouri’s conservation resources and their need for proactive investme"
ENT-75a536c1313bd121c8d1,Missouri,missouri,location,DOC036,DOC036-C0191,0.92,Missouri Comprehensive Conservation Strategy | 399 comprehensive revision is currently scheduled for 2030.
ENT-fcc15593abe25f11f26f,Missouri,missouri,location,DOC036,DOC036-C0192,0.92,"Missouri citizens , in addition to staff, to show how conservation dollars and work are benefiting conservation at the state, national, and international scale ."
ENT-7076ab2a2bc94e7ed0a9,Missouri,missouri,location,DOC036,DOC036-C0193,0.92,Missouri Comprehensive Conservation Strategy | 402 Appendices Appendix A: Roadmap to Federal Requirements Table A.1 – Eight Elements Required for SWAPs Element Number Element Description Applicable Sections/Pages Element 1 – Spe
ENT-9d65bcfcfb06ac27cbfe,Missouri,missouri,location,DOC036,DOC036-C0194,0.92,Missouri Comprehensive Conservation Strategy | 404 Table A.2 – Crosswalk of Missouri’s CCS to SFAP Required Elements Statewide Forest and Woodland Resource Assessment Conditions and Trends of Forest and Woodland Resources Forest
ENT-a8967d413e0966554fb5,Missouri,missouri,location,DOC036,DOC036-C0195,0.92,Missouri Comprehensive Conservation Strategy | 406 Appendix B: CCS Partner Engagement List 1.
ENT-499197842dbc322a804f,Missouri,missouri,location,DOC036,DOC036-C0196,0.92,"Missouri Comprehensive Conservation Strategy | 409 Appendix C: Forest Opportunity Model and Priority Forest Landscapes To ensure the most strategic use of funds provided through the Cooperative Forestry Assistance Act, the USFS"
ENT-9c02bed9a75a60277e61,Missouri,missouri,location,DOC036,DOC036-C0197,0.92,Missouri Natural Areas with 1-mile buffers = 10 points Heritage points (species/communities of conservation concern) with one-half-mile buffer = 10 points 2005 Comprehensive Wildlife Strategy COAs15 = 8 points Indiana myotis pri
ENT-a38445577f9dbce2aa84,Missouri,missouri,location,DOC036,DOC036-C0198,0.92,"Missouri Comprehensive Conservation Strategy | 415 Data Theme Five: Forest Patch Size Description: This data theme focuses on contiguous forest patch size with the following point allocation: Forest patches >1,000 acres = 10 poi"
ENT-0f71d6d43bcaaaa57408,Missouri,missouri,location,DOC036,DOC036-C0199,0.92,Missouri Comprehensive Conservation Strategy | 418 Data Theme Eight: Land Use Change Risk Description: This data theme consists of areas identified as being most vulnerable to land-use changes through the year 2040 as a function
ENT-2bb6e028bc18976cd9df,Missouri,missouri,location,DOC036,DOC036-C0200,0.92,Maintaining the productivity of Missouri’s forestland and improving the sustainable production of forest products •
ENT-3ba35787925f08667e76,Missouri,missouri,location,DOC036,DOC036-C0201,0.92,"Missouri Comprehensive Conservation Strategy | 425 Historic Uses of Missouri’s Forests “Early explorers of the Missouri territory found a blend of landscapes rich with the essentials of frontier life – wood, water, and wildlife."
ENT-3c227209453a55ab874b,Missouri,missouri,location,DOC036,DOC036-C0202,0.92,Missouri.
ENT-ac40038f89ad3a776bf9,Missouri,missouri,location,DOC036,DOC036-C0203,0.92,Missouri burns each year.
ENT-ccb1d093666b85a8c140,Missouri,missouri,location,DOC036,DOC036-C0204,0.92,"Missouri was ranked first in the production of lime, fire clay, and lead, and ranked third in the production of crushed stone, portland cement, and zinc (USGS 2016)."
ENT-dec67e6afdaccf37bcce,Missouri,missouri,location,DOC036,DOC036-C0205,0.92,"Missouri Comprehensive Conservation Strategy | 431 Table D.2 – River Border FLA PFLs, Counties, and Focal Public Lands Priority Forest Landscapes Counties Focal Public/Protected Lands Iatan/Weston •"
ENT-e88b25a71f652a677e25,Missouri,missouri,location,DOC036,DOC036-C0206,0.92,"Missouri PFL) provides clean, affordable drinking water to approximately 840,000 citizens in St."
